Марка,Модель,Год выпуска,Цена,Двигатель,Мощность,Коробка передач,Пробег,Владельцы,Поколение,Комплектация,URL,Возраст,Объем двигателя,Марка_код,Модель_код,Тип кузова_джип/suv 5 дв.,Тип кузова_купе,Тип кузова_лифтбек,Тип кузова_минивэн,Тип кузова_не указано,Тип кузова_открытый,Тип кузова_седан,Тип кузова_универсал,Тип кузова_хэтчбек 3 дв.,Тип кузова_хэтчбек 5 дв.,Привод_задний,Привод_передний,Тип КПП_вариатор,Тип КПП_робот,Тип топлива_гибрид,Тип топлива_дизель,Тип топлива_не указано,Руль_правый,Цвет_белый,Цвет_бордовый,Цвет_голубой,Цвет_желтый,Цвет_зеленый,Цвет_золотистый,Цвет_коричневый,Цвет_красный,Цвет_оранжевый,Цвет_розовый,Цвет_серебристый,Цвет_серый,Цвет_синий,Цвет_фиолетовый,Цвет_черный,Поколение_номер,Мощность/Объем,Новый,год,месяц,день,день_недели,квартал,день_года,викенд,сезон,дней_с_публикации
Subaru,Outback,2006,759000,"бензин, 2.5 л",165,АКПП,226784,4,3 поколение,1073,https://auto.drom.ru/spb/subaru/outback/564786371.html?from=recommend,19,2.5,74,350,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,66.0,0,2025,6,9,0,2,160,0,3,31
Jeep,Grand Cherokee,2006,1900000,"бензин, 6.1 л",420,АКПП,280000,4,3 поколение,928,https://auto.drom.ru/spb/jeep/grand_cherokee/409574461.html?from=recommend,19,6.1,40,233,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,68.85245901639345,0,2025,6,16,0,2,167,0,3,24
Hyundai,Creta,2017,1680000,"бензин, 2.0 л",150,автомат,68068,2,,1073,https://auto.drom.ru/spb/hyundai/creta/403726735.html?from=recommend,8,2.0,35,155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,75.0,0,2025,6,30,0,2,181,0,3,10
Volkswagen,Polo,2019,1030000,"бензин, 1.4 л",125,робот,77000,3,"5 поколение, рестайлинг",1073,https://auto.drom.ru/spb/volkswagen/polo/519919165.html?from=recommend,6,1.4,79,364,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,89.28571428571429,0,2025,7,7,0,3,188,0,3,3
Nissan,Tiida,2015,820000,"бензин, 1.6 л",117,вариатор,142000,2,2 поколение,1073,https://auto.drom.ru/spb/nissan/tiida/725559476.html?from=recommend,10,1.6,57,470,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,73.125,0,2025,6,29,6,2,180,1,3,11
Nissan,X-Trail,2014,1170000,"бензин, 2.5 л",171,вариатор,187000,-1,3 поколение,1073,https://auto.drom.ru/spb/nissan/x-trail/453159155.html?from=recommend,11,2.5,57,508,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,68.4,0,2025,6,10,1,2,161,0,3,30
Hyundai,Tucson,2017,2000000,"бензин, 2.0 л",149,АКПП,57000,1,3 поколение,429,https://auto.drom.ru/spb/hyundai/tucson/508816939.html?from=recommend,8,2.0,35,477,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,74.5,0,2025,6,20,4,2,171,0,3,20
Chevrolet,Camaro,2015,2790000,"бензин, 3.6 л",335,АКПП,99000,2,6 поколение,837,https://auto.drom.ru/spb/chevrolet/camaro/506349020.html?from=recommend,10,3.6,13,128,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,93.05555555555556,0,2025,6,22,6,2,173,1,3,18
Volvo,S40,2002,350000,"бензин, 1.8 л",122,АКПП,249000,4,"1 поколение, рестайлинг",359,https://auto.drom.ru/spb/volvo/s40/856591316.html?from=recommend,23,1.8,80,406,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,67.77777777777777,0,2025,6,26,3,2,177,0,3,14
Opel,Astra,2008,780000,"бензин, 1.8 л",140,механика,76000,3,"3 поколение, рестайлинг",374,https://auto.drom.ru/spb/opel/astra/599353473.html?from=recommend,17,1.8,59,88,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,77.77777777777777,0,2025,6,13,4,2,164,0,3,27
Nissan,Qashqai,2015,1690000,"бензин, 2.0 л",144,вариатор,117000,2,2 поколение,484,https://auto.drom.ru/spb/nissan/qashqai/659952836.html?from=recommend,10,2.0,57,383,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,72.0,0,2025,6,26,3,2,177,0,3,14
Honda,Insight,2019,1395000,"бензин, 1.5 л, гибрид",109,вариатор,160116,1,3 поколение,1073,https://auto.drom.ru/spb/honda/insight/704750903.html?from=recommend,6,,33,252,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,,0,2025,7,6,6,3,187,1,3,4
Hyundai,Solaris,2019,690000,"бензин, 1.6 л",123,механика,344000,2,2 поколение,1073,https://auto.drom.ru/spb/hyundai/solaris/584165996.html?from=recommend,6,1.6,35,433,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,76.875,0,2025,7,8,1,3,189,0,3,2
Nissan,X-Trail,2015,1380000,"бензин, 2.0 л",144,механика,84000,1,3 поколение,520,https://auto.drom.ru/spb/nissan/x-trail/164598703.html?from=recommend,10,2.0,57,508,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,72.0,0,2025,7,1,1,3,182,0,3,9
Kia,Rio,2010,479000,"бензин, 1.4 л",95,АКПП,213000,4,"2 поколение, рестайлинг",1073,https://auto.drom.ru/spb/kia/rio/779362052.html?from=recommend,15,1.4,43,392,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,67.85714285714286,0,2025,7,2,2,3,183,0,3,8
EXEED,RX,2023,3400000,"бензин, 2.0 л",249,робот,1173,1,1 поколение,582,https://auto.drom.ru/spb/cheryexeed/rx/868425391.html?from=recommend,2,2.0,22,385,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,124.5,0,2025,6,26,3,2,177,0,3,14
Opel,Astra,2011,600000,"бензин, 1.6 л",115,механика,217000,-1,4 поколение,288,https://auto.drom.ru/spb/opel/astra/907638778.html?from=recommend,14,1.6,59,88,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,71.875,0,2025,6,18,2,2,169,0,3,22
Kia,Cerato,2023,2999990,"бензин, 2.0 л",150,АКПП,14020,-1,"4 поколение, рестайлинг",1073,https://auto.drom.ru/spb/kia/cerato/495864707.html?from=recommend,2,2.0,43,139,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,75.0,0,2025,6,23,0,2,174,0,3,17
Nissan,Almera Classic,2007,365000,"бензин, 1.6 л",107,механика,211000,3,1 поколение,1073,https://auto.drom.ru/spb/nissan/almera_classic/712368240.html?from=recommend,18,1.6,57,81,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,66.875,0,2025,6,25,2,2,176,0,3,15
Haval,H9,2019,2250000,"бензин, 2.0 л",245,АКПП,91000,1,"1 поколение, рестайлинг",448,https://auto.drom.ru/spb/haval/h9/641521966.html?from=recommend,6,2.0,32,238,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,122.5,0,2025,6,22,6,2,173,1,3,18
Hyundai,Matrix,2008,470000,"бензин, 1.6 л",103,механика,107777,3,"1 поколение, рестайлинг",290,https://auto.drom.ru/spb/hyundai/matrix/909030258.html?from=recommend,17,1.6,35,311,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,64.375,0,2025,7,7,0,3,188,0,3,3
Kia,Rio X (X-Line),2018,1095000,"бензин, 1.6 л",123,АКПП,208046,1,1 поколение,207,https://auto.drom.ru/spb/kia/rio_x-line/143968947.html?from=recommend,7,1.6,43,393,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,76.875,0,2025,7,4,4,3,185,0,3,6
Chevrolet,Aveo,2012,800000,"бензин, 1.6 л",115,АКПП,148612,2,2 поколение,199,https://auto.drom.ru/spb/chevrolet/aveo/143571004.html?from=recommend,13,1.6,13,92,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,71.875,0,2025,6,14,5,2,165,1,3,26
BMW,X6,2010,1999999,"бензин, 4.4 л",407,АКПП,143000,4,1 поколение,1063,https://auto.drom.ru/spb/bmw/x6/597901817.html?from=recommend,15,4.4,5,517,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,92.49999999999999,0,2025,6,21,5,2,172,1,3,19
BMW,X3,2019,5400000,"бензин, 3.0 л",510,АКПП,93000,2,3 поколение,1008,https://auto.drom.ru/spb/bmw/x3/254760305.html?from=recommend,6,3.0,5,512,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,170.0,0,2025,7,9,2,3,190,0,3,1
Land,Rover Range Rover Sport,2017,4800000,"дизель, 3.0 л",306,АКПП,88299,2,2 поколение,781,https://auto.drom.ru/spb/land_rover/range_rover_sport/451018658.html?from=recommend,8,3.0,44,402,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,102.0,0,2025,7,4,4,3,185,0,3,6
Changan,UNI-V,2024,3139900,"бензин, 1.5 л",181,робот,0,-1,1 поколение,108,https://auto.drom.ru/spb/changan/uni-v/773694017.html?from=recommend,1,1.5,11,484,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,120.66666666666667,1,2025,6,30,0,2,181,0,3,10
Audi,Q7,2016,3649000,"дизель, 3.0 л",249,АКПП,99443,2,2 поколение,1073,https://auto.drom.ru/spb/audi/q7/172831599.html?from=recommend,9,3.0,3,375,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,83.0,0,2025,7,2,2,3,183,0,3,8
Volvo,XC40,2019,2429000,"дизель, 2.0 л",150,АКПП,143000,2,1 поколение,502,https://auto.drom.ru/spb/volvo/xc40/735412525.html?from=recommend,6,2.0,80,523,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,75.0,0,2025,6,30,0,2,181,0,3,10
УАЗ,Патриот,2021,1539000,"бензин, 2.7 л",150,АКПП,56000,1,"1 поколение, 3 рестайлинг",732,https://auto.drom.ru/spb/uaz/patriot/435590717.html?from=recommend,4,2.7,89,554,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,55.55555555555555,0,2025,6,23,0,2,174,0,3,17
Mazda,CX-9,2021,3299000,"бензин, 2.5 л",231,АКПП,140000,2,"2 поколение, рестайлинг",726,https://auto.drom.ru/spb/mazda/cx-9/407963826.html?from=recommend,4,2.5,51,124,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,92.4,0,2025,6,30,0,2,181,0,3,10
Volkswagen,Jetta,2007,484990,"бензин, 1.6 л",102,АКПП,283000,-1,5 поколение,1073,https://auto.drom.ru/spb/volkswagen/jetta/285929723.html?from=recommend,18,1.6,79,259,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,63.75,0,2025,6,17,1,2,168,0,3,23
Lexus,GX460,2014,2999000,"бензин, 4.6 л",296,АКПП,321530,1,"2 поколение, рестайлинг",1073,https://auto.drom.ru/spb/lexus/gx460/682859128.html?from=recommend,11,4.6,45,227,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,64.34782608695653,0,2025,6,17,1,2,168,0,3,23
Kia,Rio,2016,1035000,"бензин, 1.6 л",123,АКПП,136000,1,"3 поколение, рестайлинг",206,https://auto.drom.ru/spb/kia/rio/656846812.html?from=recommend,9,1.6,43,392,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,76.875,0,2025,7,1,1,3,182,0,3,9
Mitsubishi,Carisma,1999,194990,"бензин, 1.8 л",122,механика,230141,-1,1 поколение,1073,https://auto.drom.ru/spb/mitsubishi/carisma/226846507.html?from=recommend,26,1.8,54,134,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,67.77777777777777,0,2025,7,2,2,3,183,0,3,8
Honda,Accord,1999,500000,"бензин, 2.0 л",180,АКПП,280000,3,6 поколение,1073,https://auto.drom.ru/spb/honda/accord/440892573.html?from=recommend,26,2.0,33,77,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,90.0,0,2025,6,17,1,2,168,0,3,23
