Марка,Модель,Год выпуска,Цена,Двигатель,Мощность,Коробка передач,Пробег,Владельцы,Поколение,Комплектация,URL,Возраст,Объем двигателя,Марка_код,Модель_код,Тип кузова_джип/suv 5 дв.,Тип кузова_купе,Тип кузова_лифтбек,Тип кузова_минивэн,Тип кузова_не указано,Тип кузова_открытый,Тип кузова_седан,Тип кузова_универсал,Тип кузова_хэтчбек 3 дв.,Тип кузова_хэтчбек 5 дв.,Привод_задний,Привод_передний,Тип КПП_вариатор,Тип КПП_робот,Тип топлива_гибрид,Тип топлива_дизель,Тип топлива_не указано,Руль_правый,Цвет_белый,Цвет_бордовый,Цвет_голубой,Цвет_желтый,Цвет_зеленый,Цвет_золотистый,Цвет_коричневый,Цвет_красный,Цвет_оранжевый,Цвет_розовый,Цвет_серебристый,Цвет_серый,Цвет_синий,Цвет_фиолетовый,Цвет_черный,Поколение_номер,Мощность/Объем,Новый,год,месяц,день,день_недели,квартал,день_года,викенд,сезон,дней_с_публикации
Лада,Веста Кросс,2019,999000,"бензин, 1.8 л",122,робот,113000,3,1 поколение,350,https://auto.drom.ru/spb/lada/vesta_cross/916275786.html?from=recommend,6,1.8,87,543,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,67.77777777777777,0,2025,7,2,2,3,183,0,3,8
BMW,3-Series,1998,450000,"бензин, 1.9 л",118,механика,70000,4,4 поколение,1073,https://auto.drom.ru/spb/bmw/3-series/690949183.html?from=recommend,27,1.9,5,23,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,62.10526315789474,0,2025,6,20,4,2,171,0,3,20
Volkswagen,Golf,2014,1050000,"бензин, 1.4 л",122,механика,163000,1,7 поколение,97,https://auto.drom.ru/spb/volkswagen/golf/759560546.html?from=recommend,11,1.4,79,232,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7,87.14285714285715,0,2025,6,20,4,2,171,0,3,20
Mercedes-Benz,GLS-Class,2018,4600000,"бензин, 3.0 л",367,автомат,113526,2,,1073,https://auto.drom.ru/spb/mercedes-benz/gls-class/181552624.html?from=recommend,7,3.0,52,219,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,122.33333333333333,0,2025,6,15,6,2,166,1,3,25
Ford,Mondeo,2001,250000,"бензин, 2.5 л",170,механика,370000,4,3 поколение,711,https://auto.drom.ru/spb/ford/mondeo/377844398.html?from=recommend,24,2.5,25,323,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,68.0,0,2025,6,24,1,2,175,0,3,16
Hyundai,Sonata,2019,1795000,"бензин, 2.0 л",150,АКПП,83000,1,"7 поколение, рестайлинг",458,https://auto.drom.ru/spb/hyundai/sonata/106652210.html?from=recommend,6,2.0,35,434,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,75.0,0,2025,7,7,0,3,188,0,3,3
Chevrolet,Lacetti,2008,384990,"бензин, 1.6 л",109,механика,249000,-1,1 поколение,1073,https://auto.drom.ru/spb/chevrolet/lacetti/101854662.html?from=recommend,17,1.6,13,279,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,68.125,0,2025,7,4,4,3,185,0,3,6
Audi,Q7,2008,1350000,"дизель, 3.0 л",238,автомат,261000,4,,1073,https://auto.drom.ru/spb/audi/q7/913922160.html?from=recommend,17,3.0,3,375,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,79.33333333333333,0,2025,6,30,0,2,181,0,3,10
Chery,Tiggo 8 Pro,2021,1657900,"бензин, 1.6 л",186,робот,106759,1,1 поколение,1073,https://auto.drom.ru/spb/chery/tiggo_8_pro/202679694.html?from=recommend,4,1.6,12,467,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,116.25,0,2025,6,21,5,2,172,1,3,19
Ford,Focus,2012,800000,"бензин, 1.6 л",125,робот,77000,2,3 поколение,1073,https://auto.drom.ru/spb/ford/focus/882856380.html?from=recommend,13,1.6,25,197,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,78.125,0,2025,6,30,0,2,181,0,3,10
Renault,Sandero Stepway,2016,820000,"бензин, 1.6 л",82,механика,110000,1,2 поколение,308,https://auto.drom.ru/spb/renault/sandero_stepway/909659499.html?from=recommend,9,1.6,65,422,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,51.25,0,2025,7,3,3,3,184,0,3,7
Audi,A4,2000,350000,"бензин, 1.8 л",125,механика,280000,4,"1 поколение, 2 рестайлинг",1073,https://auto.drom.ru/spb/audi/a4/484174936.html?from=recommend,25,1.8,3,66,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,69.44444444444444,0,2025,6,17,1,2,168,0,3,23
BMW,6-Series,2012,2590000,"бензин, 4.4 л",450,автомат,137152,4,,1073,https://auto.drom.ru/spb/bmw/6-series/722524518.html?from=recommend,13,4.4,5,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,102.27272727272727,0,2025,6,15,6,2,166,1,3,25
Kia,Picanto,2008,407000,"бензин, 1.0 л",60,автомат,167000,2,,1073,https://auto.drom.ru/spb/kia/picanto/903601976.html?from=recommend,17,1.0,43,361,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,60.0,0,2025,6,29,6,2,180,1,3,11
Volvo,S80,2007,630000,"бензин, 2.5 л",200,АКПП,187000,-1,2 поколение,1073,https://auto.drom.ru/spb/volvo/s80/245189163.html?from=recommend,18,2.5,80,411,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,80.0,0,2025,6,23,0,2,174,0,3,17
Mitsubishi,Eclipse Cross,2018,1850000,"бензин, 1.5 л",150,вариатор,51000,2,1 поколение,160,https://auto.drom.ru/spb/mitsubishi/eclipse_cross/429271581.html?from=recommend,7,1.5,54,171,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,100.0,0,2025,7,7,0,3,188,0,3,3
Volkswagen,Tiguan,2012,1170000,"бензин, 2.0 л",170,АКПП,158000,4,"1 поколение, рестайлинг",586,https://auto.drom.ru/spb/volkswagen/tiguan/280391557.html?from=recommend,13,2.0,79,469,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,85.0,0,2025,6,29,6,2,180,1,3,11
Skoda,Kodiaq,2020,1635000,"бензин, 1.4 л",125,механика,175555,1,1 поколение,94,https://auto.drom.ru/spb/skoda/kodiaq/101270113.html?from=recommend,5,1.4,70,268,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,89.28571428571429,0,2025,6,26,3,2,177,0,3,14
Renault,Megane,2010,579990,"бензин, 1.6 л",110,механика,198000,-1,3 поколение,1073,https://auto.drom.ru/spb/renault/megane/770139699.html?from=recommend,15,1.6,65,316,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,68.75,0,2025,7,2,2,3,183,0,3,8
Opel,Astra,2010,449990,"бензин, 1.6 л",115,автомат,173859,-1,,1073,https://auto.drom.ru/spb/opel/astra/626034631.html?from=recommend,15,1.6,59,88,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,71.875,0,2025,6,30,0,2,181,0,3,10
Mercedes-Benz,GLK-Class,2009,1350000,"дизель, 3.0 л",224,АКПП,298000,3,1 поколение,1001,https://auto.drom.ru/spb/mercedes-benz/glk-class/642982558.html?from=recommend,16,3.0,52,218,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,74.66666666666667,0,2025,6,12,3,2,163,0,3,28
BMW,5-Series,2021,3899000,"дизель, 2.0 л",190,АКПП,124100,2,"7 поколение, рестайлинг",1073,https://auto.drom.ru/spb/bmw/5-series/212223096.html?from=recommend,4,2.0,5,43,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,95.0,0,2025,6,27,4,2,178,0,3,13
Opel,Astra GTC,2012,945000,"бензин, 1.4 л",140,АКПП,76586,2,4 поколение,102,https://auto.drom.ru/spb/opel/astra_gtc/109646759.html?from=recommend,13,1.4,59,89,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,100.0,0,2025,7,6,6,3,187,1,3,4
Kia,Optima,2016,1930000,"бензин, 2.4 л",188,АКПП,156901,1,4 поколение,655,https://auto.drom.ru/spb/kia/optima/580182562.html?from=recommend,9,2.4,43,348,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,78.33333333333334,0,2025,7,7,0,3,188,0,3,3
Hyundai,Sonata,2009,710000,"бензин, 2.0 л",137,механика,125000,2,"4 поколение, рестайлинг",535,https://auto.drom.ru/spb/hyundai/sonata/553565527.html?from=recommend,16,2.0,35,434,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,68.5,0,2025,6,14,5,2,165,1,3,26
Chevrolet,Cruze,2012,650000,"бензин, 1.6 л",109,АКПП,299200,4,1 поколение,1073,https://auto.drom.ru/spb/chevrolet/cruze/677984268.html?from=recommend,13,1.6,13,158,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,68.125,0,2025,6,19,3,2,170,0,3,21
Nissan,Almera,2004,360000,"бензин, 1.8 л",116,АКПП,263000,4,"2 поколение, рестайлинг",360,https://auto.drom.ru/spb/nissan/almera/698880955.html?from=recommend,21,1.8,57,80,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,64.44444444444444,0,2025,6,28,5,2,179,1,3,12
BMW,5-Series,2021,2995000,"дизель, 2.0 л",195,АКПП,158326,3,"7 поколение, рестайлинг",908,https://auto.drom.ru/spb/bmw/5-series/798007257.html?from=recommend,4,2.0,5,43,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,97.5,0,2025,6,26,3,2,177,0,3,14
Audi,A3,2008,560000,"бензин, 1.4 л",125,робот,218000,4,"2 поколение, 2 рестайлинг",67,https://auto.drom.ru/spb/audi/a3/696600774.html?from=recommend,17,1.4,3,65,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,89.28571428571429,0,2025,7,6,6,3,187,1,3,4
Chery,Tiggo 4 Pro,2022,1499000,"бензин, 1.5 л",147,вариатор,49668,1,1 поколение,1073,https://auto.drom.ru/spb/chery/tiggo_4_pro/628218197.html?from=recommend,3,1.5,12,461,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,98.0,0,2025,6,21,5,2,172,1,3,19
Hyundai,NF,2007,490000,"бензин, 2.4 л",161,АКПП,236000,3,1 поколение,654,https://auto.drom.ru/spb/hyundai/nf/713839369.html?from=recommend,18,2.4,35,334,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,67.08333333333334,0,2025,7,2,2,3,183,0,3,8
Skoda,Kodiaq,2025,5300000,"бензин, 2.0 л",190,робот,0,-1,2 поколение,594,https://auto.drom.ru/spb/skoda/kodiaq/210170014.html?from=recommend,0,2.0,70,268,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,95.0,1,2025,6,30,0,2,181,0,3,10
BMW,M4,2016,4576000,"бензин, 3.0 л",431,робот,110164,4,1 поколение,758,https://auto.drom.ru/spb/bmw/m4/842348000.html?from=recommend,9,3.0,5,299,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,143.66666666666666,0,2025,7,2,2,3,183,0,3,8
Honda,Civic,2021,2350000,"бензин, 1.5 л",182,механика,110000,1,"10 поколение, рестайлинг",1073,https://auto.drom.ru/spb/honda/civic/307918111.html?from=recommend,4,1.5,33,142,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,121.33333333333333,0,2025,6,20,4,2,171,0,3,20
Audi,Q3,2011,1589800,"бензин, 2.0 л",211,робот,155068,2,1 поколение,580,https://auto.drom.ru/spb/audi/q3/434994544.html?from=recommend,14,2.0,3,371,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,105.5,0,2025,6,29,6,2,180,1,3,11
Renault,Sandero,2019,1049990,"бензин, 1.6 л",113,автомат,84420,-1,,1073,https://auto.drom.ru/spb/renault/sandero/139127370.html?from=recommend,6,1.6,65,421,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,70.625,0,2025,7,6,6,3,187,1,3,4
BMW,X4,2016,2890000,"бензин, 2.0 л",184,АКПП,88979,1,1 поколение,1043,https://auto.drom.ru/spb/bmw/x4/678993124.html?from=recommend,9,2.0,5,514,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,92.0,0,2025,7,6,6,3,187,1,3,4
Skoda,Fabia,2009,450000,"бензин, 1.2 л",60,механика,177235,4,2 поколение,12,https://auto.drom.ru/spb/skoda/fabia/687225251.html?from=recommend,16,1.2,70,193,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,50.0,0,2025,6,27,4,2,178,0,3,13
Daewoo,Nexia,2010,160000,"бензин, 1.5 л",80,механика,203335,4,"1 поколение, 2 рестайлинг",1073,https://auto.drom.ru/spb/daewoo/nexia/306792990.html?from=recommend,15,1.5,17,342,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,53.333333333333336,0,2025,6,18,2,2,169,0,3,22
Audi,Q3,2011,1799000,"бензин, 2.0 л",211,робот,140000,4,1 поколение,580,https://auto.drom.ru/spb/audi/q3/134254058.html?from=recommend,14,2.0,3,371,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,105.5,0,2025,7,2,2,3,183,0,3,8
Ford,Focus,2016,980000,"бензин, 1.6 л",125,робот,95000,-1,"3 поколение, рестайлинг",1073,https://auto.drom.ru/spb/ford/focus/435406543.html?from=recommend,9,1.6,25,197,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,78.125,0,2025,6,16,0,2,167,0,3,24
Tesla,Model 3,2019,2990000,электро,479,АКПП,29950,1,1 поколение,1022,https://auto.drom.ru/spb/tesla/model_3/478963611.html?from=recommend,6,,77,320,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,,0,2025,6,18,2,2,169,0,3,22
Ford,Focus,2007,350000,"бензин, 1.8 л",125,механика,304000,4,2 поколение,379,https://auto.drom.ru/spb/ford/focus/514535855.html?from=recommend,18,1.8,25,197,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,69.44444444444444,0,2025,7,6,6,3,187,1,3,4
Chery,Arrizo 8,2023,2465000,"бензин, 1.6 л",186,робот,33400,1,1 поколение,231,https://auto.drom.ru/spb/chery/arrizo_8/103063239.html?from=recommend,2,1.6,12,87,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,116.25,0,2025,6,19,3,2,170,0,3,21
Kia,K5,2022,3049999,"бензин, 2.5 л",194,АКПП,26176,-1,3 поколение,1073,https://auto.drom.ru/spb/kia/k5/790412536.html?from=recommend,3,2.5,43,262,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,77.6,0,2025,6,19,3,2,170,0,3,21
BMW,3-Series,2008,659000,"бензин, 2.0 л",156,АКПП,303000,4,5 поколение,1073,https://auto.drom.ru/spb/bmw/3-series/415150215.html?from=recommend,17,2.0,5,23,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,78.0,0,2025,6,9,0,2,160,0,3,31
SEAT,Leon,2004,455555,"бензин, 1.8 л",180,механика,315000,4,1 поколение,1073,https://auto.drom.ru/spb/seat/leon/140081059.html?from=recommend,21,1.8,67,290,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,100.0,0,2025,6,18,2,2,169,0,3,22
ИЖ,2126 Ода,2003,79000,"бензин, 1.7 л",85,механика,140000,3,2 поколение,347,https://auto.drom.ru/spb/izh/2126_oda/825146514.html?from=recommend,22,1.7,86,20,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,50.0,0,2025,6,30,0,2,181,0,3,10
Land,Rover Range Rover,2020,7036376,"дизель, 3.0 л",249,АКПП,115828,2,"4 поколение, рестайлинг",1073,https://auto.drom.ru/spb/land_rover/range_rover/209811310.html?from=recommend,5,3.0,44,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,83.0,0,2025,7,2,2,3,183,0,3,8
Lexus,LX570,2016,5490000,"бензин, 5.7 л",367,АКПП,259000,1,"3 поколение, 2 рестайлинг",1073,https://auto.drom.ru/spb/lexus/lx570/149364917.html?from=recommend,9,5.7,45,278,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,64.3859649122807,0,2025,6,18,2,2,169,0,3,22
Kia,Picanto,2019,1195000,"бензин, 1.2 л",84,АКПП,109092,-1,3 поколение,1073,https://auto.drom.ru/spb/kia/picanto/820972677.html?from=recommend,6,1.2,43,361,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,70.0,0,2025,6,14,5,2,165,1,3,26
Ford,Explorer,2019,2480000,"бензин, 3.5 л",249,АКПП,230000,2,"5 поколение, 2 рестайлинг",826,https://auto.drom.ru/spb/ford/explorer/947009072.html?from=recommend,6,3.5,25,184,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,71.14285714285714,0,2025,6,11,2,2,162,0,3,29
Land,Rover Range Rover Velar,2020,5350000,"бензин, 2.0 л",250,АКПП,87000,1,1 поколение,616,https://auto.drom.ru/spb/land_rover/range_rover_velar/537518186.html?from=recommend,5,2.0,44,403,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,125.0,0,2025,7,4,4,3,185,0,3,6
Suzuki,SX4,2018,1739000,"бензин, 1.6 л",117,механика,11300,2,"2 поколение, рестайлинг",267,https://auto.drom.ru/spb/suzuki/sx4/948004020.html?from=recommend,7,1.6,75,417,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,73.125,0,2025,6,29,6,2,180,1,3,11
Kia,Rio,2018,1035000,"бензин, 1.6 л",123,АКПП,108699,3,4 поколение,1073,https://auto.drom.ru/spb/kia/rio/726354961.html?from=recommend,7,1.6,43,392,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,76.875,0,2025,6,29,6,2,180,1,3,11
Nissan,Almera,2018,950000,"бензин, 1.6 л",102,АКПП,124143,1,3 поколение,184,https://auto.drom.ru/spb/nissan/almera/844565953.html?from=recommend,7,1.6,57,80,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,63.75,0,2025,6,13,4,2,164,0,3,27
Kia,Sportage,2016,1600000,"бензин, 2.0 л",150,АКПП,118305,1,4 поколение,438,https://auto.drom.ru/spb/kia/sportage/792029744.html?from=recommend,9,2.0,43,440,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,75.0,0,2025,6,23,0,2,174,0,3,17
Renault,Duster,2017,1350000,"дизель, 1.5 л",109,механика,92491,2,"1 поколение, рестайлинг",157,https://auto.drom.ru/spb/renault/duster/552881185.html?from=recommend,8,1.5,65,163,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,72.66666666666667,0,2025,6,29,6,2,180,1,3,11
Toyota,Camry,2017,2300000,"бензин, 2.5 л",181,АКПП,141357,2,"8 поколение, рестайлинг",695,https://auto.drom.ru/spb/toyota/camry/764936306.html?from=recommend,8,2.5,78,129,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8,72.4,0,2025,6,19,3,2,170,0,3,21
BMW,X5,2015,2729000,"дизель, 3.0 л",249,АКПП,180000,4,3 поколение,1073,https://auto.drom.ru/spb/bmw/x5/700394666.html?from=recommend,10,3.0,5,515,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,83.0,0,2025,6,17,1,2,168,0,3,23
Opel,Vectra,1999,250000,"бензин, 2.0 л",136,АКПП,396000,4,"2 поколение, рестайлинг",442,https://auto.drom.ru/spb/opel/vectra/614004919.html?from=recommend,26,2.0,59,489,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,68.0,0,2025,6,22,6,2,173,1,3,18
Kia,Cerato,2012,540000,"бензин, 1.6 л",126,механика,203555,2,2 поколение,1073,https://auto.drom.ru/spb/kia/cerato/472335749.html?from=recommend,13,1.6,43,139,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,78.75,0,2025,6,24,1,2,175,0,3,16
Nissan,Almera,2014,665000,"бензин, 1.6 л",102,механика,113544,1,3 поколение,1073,https://auto.drom.ru/spb/nissan/almera/826095456.html?from=recommend,11,1.6,57,80,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,63.75,0,2025,7,8,1,3,189,0,3,2
Haval,Jolion,2023,1700000,"бензин, 1.5 л",143,робот,47000,1,1 поколение,133,https://auto.drom.ru/spb/haval/jolion/735174338.html?from=recommend,2,1.5,32,260,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,95.33333333333333,0,2025,7,1,1,3,182,0,3,9
Лада,2114 Самара,2005,135000,"бензин, 1.5 л",77,механика,182000,4,1 поколение,146,https://auto.drom.ru/spb/lada/2114/346449701.html?from=recommend,20,1.5,87,18,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,51.333333333333336,0,2025,6,24,1,2,175,0,3,16
Nissan,Note,2007,520000,"бензин, 1.6 л",110,АКПП,246000,4,1 поколение,211,https://auto.drom.ru/spb/nissan/note/744651723.html?from=recommend,18,1.6,57,344,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,68.75,0,2025,6,22,6,2,173,1,3,18
Лада,2114 Самара,2010,330000,"бензин, 1.6 л",81,механика,173000,2,1 поколение,1073,https://auto.drom.ru/spb/lada/2114/708865476.html?from=recommend,15,1.6,87,18,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,50.625,0,2025,7,4,4,3,185,0,3,6
Hyundai,Elantra,2017,1349000,"бензин, 1.6 л",128,АКПП,74575,2,6 поколение,181,https://auto.drom.ru/spb/hyundai/elantra/434368435.html?from=recommend,8,1.6,35,174,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,80.0,0,2025,6,26,3,2,177,0,3,14
Volvo,S80,2016,1849000,"бензин, 2.0 л",245,АКПП,114422,1,"2 поколение, 2 рестайлинг",1073,https://auto.drom.ru/spb/volvo/s80/455570047.html?from=recommend,9,2.0,80,411,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,122.5,0,2025,7,3,3,3,184,0,3,7
Renault,Logan Stepway,2019,1009000,"бензин, 1.6 л",113,механика,99406,2,1 поколение,285,https://auto.drom.ru/spb/renault/logan_stepway/894157229.html?from=recommend,6,1.6,65,295,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,70.625,0,2025,6,12,3,2,163,0,3,28
Volvo,XC60,2018,2045000,"бензин, 2.0 л",249,АКПП,121000,3,2 поколение,557,https://auto.drom.ru/spb/volvo/xc60/949462120.html?from=recommend,7,2.0,80,524,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,124.5,0,2025,6,12,3,2,163,0,3,28
